14.30120067	0.108544708	-56.04037801
14.30123627	-0.001831334	1174.681097
14.30124907	-0.072776461	26.82802901
14.30125587	-0.077679095	34.17118475
14.30130507	0.089887991	-178.9381879
14.30144867	0.099979405	-59.31747801
14.30153813	0.295321728	-38.30361303
14.30154693	0.014059306	-438.0160363
14.30175773	0.118941346	-15.7381159
14.3017988	0.196277066	-8.810601361
14.30235653	0.273021418	45.70135228
14.30448053	0.303887031	61.35597146
14.30659813	0.302971364	83.44901208
14.30824573	0.235727058	129.8855473
14.31056653	0.332043795	114.9590883
14.31105587	-0.142157323	13.65926261
14.311088	-0.094504479	45.19735109
14.31114853	-0.112207377	35.97335125
14.31174853	-0.161748784	24.22048189
14.3119328	-0.151333071	25.43105811
14.31193667	-0.192633474	27.77442671
14.31194307	0.000915667	-5327.10907
14.3119768	0.127163274	-36.79470081
14.31203027	-0.022319386	254.1753322
14.31204947	-0.141260732	22.58742984
14.31212707	-0.043112661	129.2434715
14.31216787	0.145839068	-29.7136331
14.31218627	-0.063581637	88.7716054
14.31221213	-0.055951077	63.58870386
14.31225093	-0.113123044	37.35670277
14.31233653	-0.142195476	45.67341003
14.312362	-0.115889122	142.9369287
14.31241307	0.067244305	-65.72057488
14.3124284	-0.051391818	100.0376801
14.31246667	0.036416845	-97.13056557
14.3125004	-0.001850411	-463.4112724
14.31251333	0.208524114	-2.660152495
14.312578	0.046794406	-85.30131245
14.3126032	-0.036397769	102.3273609
14.3126116	0.015909716	135.3531466
14.31261627	-0.06266597	-15.61641483
14.31263067	-0.030884689	175.7580754
14.31273133	-0.157170449	-3.243742816
14.31278107	0.063600713	-100.4784459
14.3127876	0.088667101	-53.16251563
14.3127936	0.061750303	-375.7606717
14.3128296	0.014059306	61.14799426
14.31284653	0.124435349	-40.8661087
