0.1	10	30000	0	0.028
0.5	10	30000	0	0.0149
0.1	15	30000	0	0.003
0.5	15	30000	0	0.0167
0.1	10	60000	0	0.0034
0.5	10	60000	0	0.0096
0.1	15	60000	0	0.0028
0.5	15	60000	0	0.014
0.3	12.5	45000	0	0.0104
0.1	12.5	45000	2	0.0023
0.5	12.5	45000	2	0.01
0.3	10	45000	2	0.0079
0.3	15	45000	2	0.0127
0.3	12.5	30000	2	0.0091
0.3	12.5	60000	2	0.007
0.3	12.5	45000	2	0.0114
0.1	10	30000	4	0.0025
0.5	10	30000	4	0.0181
0.1	15	30000	4	0.0031
0.5	15	30000	4	0.0194
