0	300	20000
0.000001	300.001876	20000
0.000002	300.002654	20000
0.000003	300.00325	20000
0.000004	300.003753	20000
0.000005	300.004196	20000
0.000006	300.004596	20000
0.000007	300.004965	20000
0.000008	300.005307	20000
0.000009	300.005629	20000
0.00001	300.005934	20000
0.000011	300.006223	20000
0.000012	300.0065	20000
0.000013	300.006766	20000
0.000014	300.007021	20000
0.000015	300.007267	20000
0.000016	300.007506	20000
0.000017	300.007737	20000
0.000018	300.007961	20000
0.000019	300.008179	20000
0.00002	300.008392	20000
0.000021	300.008599	20000
0.000022	300.008801	20000
0.000023	300.008999	20000
0.000024	300.009193	20000
0.000025	300.009382	20000
0.000026	300.009568	20000
0.000027	300.00975	20000
0.000028	300.009929	20000
0.000029	300.010105	20000
0.00003	300.010278	20000
0.000031	300.010448	20000
0.000032	300.010615	20000
0.000033	300.010779	20000
0.000034	300.010941	20000
0.000035	300.011101	20000
0.000036	300.011259	20000
0.000037	300.011414	20000
0.000038	300.011567	20000
0.000039	300.011718	20000
0.00004	300.011868	20000
0.000041	300.012015	20000
0.000042	300.012161	20000
0.000043	300.012305	20000
0.000044	300.012447	20000
0.000045	300.012588	20000
0.000046	300.012727	20000
0.000047	300.012864	20000
0.000048	300.013	20000
0.000049	300.013135	20000
0.00005	300.013268	20000
0.000051	300.013401	20000
0.000052	300.013531	20000
0.000053	300.013661	20000
0.000054	300.013789	20000
0.000055	300.013916	20000
0.000056	300.014042	20000
0.000057	300.014167	20000
0.000058	300.014291	20000
0.000059	300.014413	20000
0.00006	300.014535	20000
0.000061	300.014656	20000
0.000062	300.014775	20000
0.000063	300.014894	20000
0.000064	300.015012	20000
0.000065	300.015128	20000
0.000066	300.015244	20000
0.000067	300.015359	20000
0.000068	300.015474	20000
0.000069	300.015587	20000
0.00007	300.015699	20000
0.000071	300.015811	20000
0.000072	300.015922	20000
0.000073	300.016032	20000
0.000074	300.016142	20000
0.000075	300.016251	20000
0.000076	300.016358	20000
0.000077	300.016466	20000
0.000078	300.016572	20000
0.000079	300.016678	20000
0.00008	300.016783	20000
0.000081	300.016888	20000
0.000082	300.016992	20000
0.000083	300.017095	20000
0.000084	300.017198	20000
0.000085	300.0173	20000
0.000086	300.017401	20000
0.000087	300.017502	20000
0.000088	300.017603	20000
0.000089	300.017702	20000
0.00009	300.017802	20000
0.000091	300.0179	20000
0.000092	300.017998	20000
0.000093	300.018096	20000
0.000094	300.018193	20000
0.000095	300.018289	20000
0.000096	300.018385	20000
0.000097	300.018481	20000
0.000098	300.018576	20000
0.000099	300.01867	20000
0.0001	300.018764	20000
0.000101	300.018858	20000
0.000102	300.018951	20000
0.000103	300.019044	20000
0.000104	300.019136	20000
0.000105	300.019228	20000
0.000106	300.019319	20000
0.000107	300.01941	20000
0.000108	300.019501	20000
0.000109	300.019591	20000
0.00011	300.01968	20000
0.000111	300.01977	20000
0.000112	300.019858	20000
0.000113	300.019947	20000
0.000114	300.020035	20000
0.000115	300.020123	20000
0.000116	300.02021	20000
0.000117	300.020297	20000
0.000118	300.020383	20000
0.000119	300.02047	20000
0.00012	300.020555	20000
0.000121	300.020641	20000
0.000122	300.020726	20000
0.000123	300.020811	20000
0.000124	300.020895	20000
0.000125	300.020979	20000
0.000126	300.021063	20000
0.000127	300.021146	20000
0.000128	300.02123	20000
0.000129	300.021312	20000
0.00013	300.021395	20000
0.000131	300.021477	20000
0.000132	300.021559	20000
0.000133	300.02164	20000
0.000134	300.021721	20000
